"s","p","o"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/72","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/73"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/72","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/turnPale","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/73","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/73","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasProperty","http://kgc.knowledge-graph.jp/data/SpeckledBand/dizzy"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/73","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/73","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/74"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/73","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/dizzy","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/74","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/74","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/support"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/74","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/74","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/75"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/74","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/74","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/support","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/75","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/75","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/fallDown"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/75","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/75","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/76"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/75","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/75","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/corridor"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/fallDown","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/76","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/76","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/beTremble"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/76","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/76","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/77"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/76","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/limbs"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/76","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/beTremble","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/limbs","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/say"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/78"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/speckled_band"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/band"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/77","http://kgc.knowledge-graph.jp/ontology/kgc.owl#whom","http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/say","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/speckled_band","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/band","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/78","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/78","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/point"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/78","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/78","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/79"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/78","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/bedroom_of_Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/78","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/point","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/79","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/79","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/cannotTalk"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/79","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/79","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/80"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/79","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/cannotTalk","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/cannotTalk","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#CanNotAction"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/cannotTalk","http://kgc.knowledge-graph.jp/ontology/kgc.owl#canNot","http://kgc.knowledge-graph.jp/data/SpeckledBand/talk"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/80","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/80","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/call"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/80","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/80","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/81"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/80","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/80","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/call","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/81","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/81","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/meet"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/81","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/81","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/82"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/81","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/81","http://kgc.knowledge-graph.jp/ontology/kgc.owl#where","http://kgc.knowledge-graph.jp/data/SpeckledBand/corridor"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/81","http://kgc.knowledge-graph.jp/ontology/kgc.owl#whom","http://kgc.knowledge-graph.jp/data/SpeckledBand/Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/82","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/82","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/return"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/82","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/82","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/83"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/82","http://kgc.knowledge-graph.jp/ontology/kgc.owl#to","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/82","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/return","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/83","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/83","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/lose"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/83","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/83","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/84"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/83","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/awareness"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/83","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/lose","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/awareness","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/84","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/84","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/give"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/84","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/84","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/85"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/84","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/brandy"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/84","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/84","http://kgc.knowledge-graph.jp/ontology/kgc.owl#whom","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/brandy","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/85","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/85","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/investigate"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/85","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/doctor_of_Stoke_Moran"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/85","http://kgc.knowledge-graph.jp/ontology/kgc.owl#then","http://kgc.knowledge-graph.jp/data/SpeckledBand/86"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/85","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/85","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/investigate","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Action"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/doctor_of_Stoke_Moran","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/doctor_of_Stoke_Moran","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Person"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/doctor_of_Stoke_Moran","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/doctor"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/doctor_of_Stoke_Moran","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/Stoke_Moran"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/86","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/86","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/die"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/86","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/86","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/87","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/87","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/have"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/87","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/87","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/sleepwear"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/87","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/sleepwear","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/88","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/88","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/have"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/88","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/88","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/burned_match"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/88","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/burned_match","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/89","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/89","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/have"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/89","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/89","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/match_box"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/89","http://kgc.knowledge-graph.jp/ontology/kgc.owl#when","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_day_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/match_box","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/90","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/90","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/investigate"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/90","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/coroner"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/90","http://kgc.knowledge-graph.jp/ontology/kgc.owl#whom","http://kgc.knowledge-graph.jp/data/SpeckledBand/Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/90","http://kgc.knowledge-graph.jp/ontology/kgc.owl#why","http://kgc.knowledge-graph.jp/data/SpeckledBand/91"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/coroner","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#OFobj"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/coroner","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Person"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/coroner","http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/Speech_to_Helen"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/coroner","http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf","http://kgc.knowledge-graph.jp/data/SpeckledBand/coroner"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/91","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/91","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasPredicate","http://kgc.knowledge-graph.jp/data/predicate/have"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/91","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/Roylott"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/91","http://kgc.knowledge-graph.jp/ontology/kgc.owl#what","http://kgc.knowledge-graph.jp/data/SpeckledBand/bad_act"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/bad_act","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/92","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/92","http://kgc.knowledge-graph.jp/ontology/kgc.owl#hasProperty","http://kgc.knowledge-graph.jp/data/SpeckledBand/notKnown"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/92","http://kgc.knowledge-graph.jp/ontology/kgc.owl#subject","http://kgc.knowledge-graph.jp/data/SpeckledBand/death_cause_of_Julia"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notKnown","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Property"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/notKnown","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not","http://kgc.knowledge-graph.jp/data/SpeckledBand/known"
"http://kgc.knowledge-graph.jp/data/SpeckledBand/death_cause_of_Julia","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://kgc.knowledge-graph.jp/ontology/kgc.owl#Object"
